.uvvu	video/vnd.uvvu.mp4
.webm	video/webm
.mk3d	video/x-matroska
.ccxml	application/ccxml+xml
.cdmia	application/cdmi-capability
.cdmic	application/cdmi-container
.cdmid	application/cdmi-domain
.cdmio	application/cdmi-object
.cdmiq	application/cdmi-queue
.xdssc	application/dssc+xml
.inkml	application/inkml+xml
.ipfix	application/ipfix
.class	application/java-vm
.mscml	application/mediaservercontrol+xml
.meta4	application/metalink4+xml
.distz	application/octet-stream
.omdoc	application/omdoc+xml
.grxml	application/srgs+xml
.acutc	application/vnd.acucorp
.ahead	application/vnd.ahead.space
.cdxml	application/vnd.chemdraw+xml
.pcurl	application/vnd.curl.pcurl
.mseed	application/vnd.fdsn.mseed
.frame	application/vnd.framemaker
.maker	application/vnd.framemaker
.pclxl	application/vnd.hp-pclxl
.cdkey	application/vnd.mediastation.cdkey
.ngdat	application/vnd.nokia.n-gage.data
.smzip	application/vnd.stepmania.package
.wbxml	application/vnd.wap.wbxml
.wmlsc	application/vnd.wap.wmlscriptc
.bcpio	application/x-bcpio
.blorb	application/x-blorb
.latex	application/x-latex
.ustar	application/x-ustar
.xhtml	application/xhtml+xml
.xhvml	application/xv+xml
.dtshd	audio/vnd.dts.hd
.woff2	font/woff2
.x3dbz	model/x3d+binary
.x3dvz	model/x3d+vrml
.vcard	text/vcard
.dcurl	text/vnd.curl.dcurl
.mcurl	text/vnd.curl.mcurl
.scurl	text/vnd.curl.scurl
.movie	video/x-sgi-movie
.jsonml	application/jsonml+json
.mathml	application/mathml+xml
.deploy	application/octet-stream
.onetoc	application/onenote
.onetmp	application/onenote
.onepkg	application/onenote
.setpay	application/set-payment-initiation
.setreg	application/set-registration-initiation
.c11amc	application/vnd.cluetrust.cartomobile-config
.c11amz	application/vnd.cluetrust.cartomobile-config-pkg
.karbon	application/vnd.kde.karbon
.lasxml	application/vnd.las.las+xml
.taglet	application/vnd.mynfc
.n-gage	application/vnd.nokia.n-gage.symbian.install
.link66	application/vnd.route66.link66+xml
.osfpvg	application/vnd.yamaha.openscoreformat.osfpvg+xml
.gramps	application/x-gramps-xml
.sv4crc	application/x-sv4crc
.atomcat	application/atomcat+xml
.atomsvc	application/atomsvc+xml
.lostxml	application/lost+xml
.onetoc2	application/onenote
.pkipath	application/pkix-pkipath
.pskcxml	application/pskc+xml
.cdbcmsg	application/vnd.contact.cmsg
.listafp	application/vnd.ibm.modcap
.portpkg	application/vnd.macports.portpkg
.teacher	application/vnd.smart.teacher
.torrent	application/x-bittorrent
.install	application/x-install-instructions
.sv4cpio	application/x-sv4cpio
.texinfo	application/x-texinfo
.davmount	application/davmount+xml
.metalink	application/metalink+xml
.dataless	application/vnd.fdsn.seed
.list3820	application/vnd.ibm.modcap
.musicxml	application/vnd.recordare.musicxml+xml
.unityweb	application/vnd.unity
.wspolicy	application/wspolicy+xml
.gnumeric	application/x-gnumeric
.appcache	text/cache-manifest
.teicorpus	application/tei+xml
.fe_launch	application/vnd.denovo.fcselayout-link
.sfd-hdstx	application/vnd.hydrostatix.sof-data
.rcprofile	application/vnd.ipunplugged.rcprofile
.ecelp4800	audio/vnd.nuera.ecelp4800
.ecelp7470	audio/vnd.nuera.ecelp7470
.ecelp9600	audio/vnd.nuera.ecelp9600
.cryptonote	application/vnd.rig.cryptonote
.application	application/x-ms-application
